0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,163,163,163,163,163,163,0,0,163,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,130,130,130,130,130,163,163,130,130,130,130,130,130,163,163,130,130,130,130,130,163,163,0,0,0,0,0,0,0,0,0,0,0,0,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,130,130,130,130,130,163,163,130,130,130,130,130,130,130,130,130,130,130,130,130,130,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0,0
0,0,0,0,0,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,163,130,130,130,83,83,83,130,130,130,130,130,83,83,83,83,83,83,83,83,83,83,130,130,130,163,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,0,0,0,0,0
0,0,0,0,0,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,163,130,130,130,83,83,83,130,130,130,130,130,83,83,83,83,83,83,83,83,83,83,130,130,130,163,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,0,0,0,0,0
0,0,0,0,0,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,130,130,130,83,83,83,130,130,130,130,130,83,83,83,83,83,83,83,83,83,83,130,130,130,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0
0,0,0,0,0,163,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,163,163,163,130,130,130,130,130,163,163,130,130,130,130,130,130,130,130,130,130,130,130,130,130,163,163,163,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,163,0,0,0,0,0
0,0,0,0,0,163,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,163,163,163,130,130,130,130,130,163,163,130,130,130,130,130,130,163,163,130,130,130,130,130,163,163,163,163,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,163,0,0,0,0,0
0,0,0,0,0,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0
0,0,0,0,0,163,163,130,163,163,163,163,131,1,1,9,3,131,163,163,163,163,130,163,163,163,163,163,163,163,163,163,163,163,163,163,163,130,163,163,163,163,131,1,1,9,3,131,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,131,1,1,9,3,131,163,163,163,163,130,163,163,163,163,130,163,163,163,163,163,163,163,163,163,163,163,163,163,163,131,1,1,9,3,131,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,131,1,1,9,3,131,163,163,163,163,130,163,163,0,0,0,0,0
0,0,0,0,0,163,163,130,163,163,163,163,1,1,1,1,1,4,163,163,163,163,130,163,163,163,163,130,130,130,130,130,130,163,163,163,163,130,163,163,163,163,1,1,1,1,1,4,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,1,1,1,1,1,4,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,130,130,130,130,130,163,163,163,163,1,1,1,1,1,4,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,1,1,1,1,1,4,163,163,163,163,130,163,163,0,0,0,0,0
0,0,0,0,0,163,163,130,163,163,163,1,1,1,1,1,1,1,17,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,1,1,1,1,1,1,1,17,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,1,1,1,1,1,1,1,17,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,1,1,1,1,1,1,1,17,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,163,130,163,163,163,1,1,1,1,1,1,1,17,163,163,163,130,163,163,0,0,0,0,0
